Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.979,48.697,49.499,50.118,50.696,51.2,51.774,52.101,52.715,53.195,53.634,54.043,54.36,54.7,55.059,55.323,55.602,55.806,56.065,56.314,56.593,56.827,57.019,57.232,57.453,57.517,57.552,57.431,57.009,56.513,55.926,55.243,54.663,54.146,53.738,53.644,53.491,47.19,50.894,52.757,53.682,54.395,55.088,55.948,56.986,58.126,58.878,59.643,60.426,61.088,61.683,61.992,62.317,62.695,62.95,63.233,63.577,63.76,64.053,62.747,63.785,
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.13,57.73,58.301,58.892,59.375,59.815,60.204,60.531,60.871,61.216,61.569,62.051,62.569,63.06,63.64,64.27,64.845,65.424,65.954,66.38,66.868,67.197,67.531,67.745,67.979,66.276,68.26,68.268,68.391,68.533,68.644,68.813,69.038,69.342,69.613,69.933,70.189,70.492,70.738,70.926,71.32,71.502,71.939,72.361,72.695,73.081,73.468,73.837,74.295,74.742,75.033,75.32,75.597,75.827,76.043,76.257,76.471,76.646,76.748,76.752,74.769,
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,39.694,40.147,40.58,40.926,41.25,41.7,42.147,42.754,43.462,44.158,44.863,45.581,46.305,46.881,47.474,46.628,48.523,49.047,49.67,50.251,50.8,51.312,51.895,52.273,52.941,53.482,54.029,54.368,54.95,55.224,55.84,56.194,56.733,57.276,57.694,58.015,58.344,58.39,58.407,58.781,58.757,59.163,59.056,59.258,59.48,59.604,59.875,60.102,60.475,60.831,61.123,61.503,61.834,62.224,62.516,62.896,63.237,63.625,63.912,64.068,64.166,
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.411,49.953,50.392,50.894,51.345,51.808,52.356,52.722,53.176,53.736,54.333,54.813,55.309,56.008,56.837,57.89,58.65,59.568,60.306,60.917,61.368,61.593,61.67,61.693,61.661,62.182,62.747,63.404,64.058,64.446,65.023,65.176,65.318,65.312,65.25,64.093,65.763,66.378,66.993,67.569,68.618,69.929,70.705,71.429,71.999,72.68,72.239,72.835,72.508,73.088,73.499,74.257,74.484,75.059,75.24,74.62,75.742,76.593,75.733,76.004,74.808,
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.415,60.901,61.111,61.624,62.083,62.663,63.367,63.921,64.428,65.016,65.361,66.301,66.716,67.953,68.454,69.4,70.294,71.288,72.239,72.423,72.899,73.799,74.654,75.079,75.091,75.111,75.505,75.741,76.106,76.263,76.63,76.591,76.627,76.703,76.67,76.552,76.804,77.07,76.896,77.138,77.586,77.545,77.983,78.072,78.331,78.505,78.514,78.462,78.445,78.672,78.67,79.348,79.283,79.403,78.774,79.086,79.459,79.377,79.484,79.427,79.277,
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.95212074,62.18360005,62.68419459,63.28867843,63.63438769,63.95064689,64.2753054,64.5062504,64.53458323,64.68466265,64.95268703,65.10464952,65.2159247,65.57885972,66.06714865,66.24254097,66.37917053,66.57047843,66.89177799,67.1460001,67.35054008,67.62803666,67.8918288,67.93685572,68.08617488,68.22963075,68.51201221,68.80055846,69.003178,69.35606902,69.45548335,69.57104467,69.60022795,69.63954412,69.56820702,69.60481294,69.57334046,69.48840688,69.48850955,69.38278057,69.57554387,69.67679079,70.01976147,69.77198372,70.19531258,70.45799497,70.67466104,71.01645186,71.15461342,71.83154171,72.02851979,72.39052362,72.66812962,72.76700988,72.7243645,72.66093848,72.58985681,72.65568833,72.581215,72.51949803,72.57488244,
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.173,64.512,65.038,64.94,65.905,66.318,66.715,67.11,67.511,67.936,68.398,68.918,69.462,70.02,70.57,71.079,71.524,71.895,72.201,72.447,72.752,72.939,73.13,73.309,73.468,73.605,73.725,73.825,73.913,73.981,74.039,74.093,74.162,74.261,74.411,74.623,74.903,75.222,75.564,75.893,76.183,76.421,76.612,76.773,76.912,77.047,77.179,77.307,77.429,77.548,77.661,77.76,77.833,77.87,77.853,77.772,77.643,77.529,77.496,77.611,77.567,
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7097561,75.36341463,75.3097561,76.15609756,,77.47317073,77.52439024,77.82682927,77.97560976,78.07560976,77.7195122,78.01707317,,,,
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.1902439,,,,,,,,,,,
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.187,64.804,65.424,62.282,62.79,67.052,67.495,67.917,68.273,68.49,68.927,69.33,69.811,70.163,55.23,70.518,71.04,71.302,71.767,71.895,71.95,71.941,71.981,72.311,72.255,72.647,72.651,73.089,73.129,73.48,73.539,73.716,74.177,74.65,74.72,75.133,75.522,75.841,76.182,76.295,76.568,76.989,77.487,77.788,77.944,78.101,78.371,78.81,78.981,79.401,79.665,79.999,80.109,80.402,80.771,80.966,81.056,81.328,81.382,81.397,81.391,
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.34878049,70.51268293,69.78682927,70.30439024,70.4595122,70.16317073,70.38487805,70.26414634,69.84073171,69.36707317,69.4402439,69.67707317,70.17658537,70.02268293,70.08658537,70.41463415,70.53268293,70.57341463,70.64390244,70.7495122,70.27804878,70.72219512,70.80780488,70.59146341,70.83756098,71.04634146,70.99731707,71.44560976,71.64146341,71.67560976,71.38390244,71.89829268,72.27170732,72.76780488,72.97268293,73.07487805,73.71463415,73.82487805,74.51463415,74.66829268,74.96829268,75.17317073,75.22195122,75.17073171,75.72195122,75.92439024,76.52439024,76.72439024,76.97560976,77.07804878,77.42439024,77.87317073,78.07560976,78.17560976,78.82439024,78.57804878,79.02682927,78.97804878,79.02926829,79.22926829,78.22682927,
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.06407317,69.64487805,69.79921951,69.91407317,70.43556098,70.41036585,70.52158537,70.73173171,70.37846341,70.22880488,70.44719512,70.6767561,70.90670732,71.11280488,71.41892683,71.2592439,71.71221951,72.30731707,72.29041463,72.63017073,72.80031707,73.04021951,73.33314634,73.62214634,74.07229268,74.18909756,74.39682927,74.80702439,74.99873171,75.19153659,75.08563415,75.3195122,75.8195122,75.87073171,76.27073171,76.42195122,76.67317073,77.07317073,77.47560976,77.72682927,77.92682927,78.32926829,78.22926829,78.3804878,78.6804878,78.93170732,79.13170732,79.53414634,79.73658537,79.83658537,79.98780488,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341,80.9902439,80.99268293,80.89268293,81.29268293,80.94146341,
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.429,43.721,44.088,44.414,44.667,45.088,45.474,45.907,46.438,46.982,47.511,47.358,48.528,49.119,49.524,49.87,50.058,50.568,51.049,51.518,51.947,52.262,52.765,53.18,53.703,54.067,54.481,54.775,55.161,55.273,55.498,55.156,54.452,55.774,55.505,56.302,56.186,55.967,56.176,56.427,56.573,56.903,57.215,57.595,57.759,58.316,58.715,59.024,59.365,59.673,60.259,60.433,60.848,61.221,61.641,61.957,62.191,62.797,63.038,63.085,62.694,
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,,,,,,,,,,71.46341463,,,,,71.96341463,,,,,73.95121951,,,,,75.95121951,,,,,76.59756098,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.17658537,72.43829268,72.3197561,72.4004878,72.48512195,72.37073171,72.44414634,72.92219512,73.12146341,73.22097561,73.34341463,73.41463415,73.43902439,73.68219512,73.80829268,74.07512195,73.7397561,74.63243902,74.39292683,74.21926829,74.10170732,74.2304878,74.55121951,74.4204878,74.56219512,74.42756098,74.5797561,74.69121951,74.77170732,74.7997561,74.80536585,75.15780488,75.19414634,75.11682927,75.37512195,75.21268293,75.59146341,75.94512195,76.13902439,76.34146341,76.59268293,76.79268293,76.89512195,77.14390244,77.49268293,77.84390244,78.09512195,78.19512195,78.44634146,78.59756098,79.1,79.8,80.05121951,80.3,80.7,80.70243902,80.85365854,81.10243902,80.95365854,81.45121951,81.55121951,
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.264,50.84,51.411,51.799,52.542,50.864,53.666,54.289,54.894,55.513,56.145,56.782,57.417,58.042,58.65,59.236,59.791,60.319,60.822,60.753,61.754,62.194,62.648,63.109,63.602,64.139,64.727,65.339,65.951,66.546,67.11,67.625,68.084,68.472,68.792,68.988,69.097,69.166,69.096,69.279,69.423,69.642,69.923,70.265,70.331,70.875,71.165,71.371,71.658,71.871,72.093,72.221,72.514,72.713,72.867,72.953,72.987,73.063,73.232,73.577,72.889,
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.532,40.516,39.323,42.908,42.788,42.714,42.543,42.568,42.642,42.781,43.16,43.67,44.346,45.079,46.034,46.972,47.985,49.191,50.353,51.755,53.261,55.276,57.428,59.51,61.658,63.588,65.159,65.83,66.971,67.085,67.416,67.688,67.757,67.719,67.361,67.454,68.749,69.171,69.451,70.032,70.478,70.823,71.23,71.287,71.762,72.061,72.334,72.602,72.941,73.62,73.808,74.123,74.202,74.615,75.11,75.622,75.732,75.743,76.066,76.474,74.453,
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.75379458,43.358512,51.12770999,51.63089074,52.3591913,52.28754609,53.46258784,54.33750647,54.81836363,55.52555093,56.23732562,57.08995432,57.68886968,58.64464711,59.28954005,60.05076951,60.88559018,61.6379188,62.26974218,62.88683648,63.43866662,63.93946335,64.42258734,64.84355719,65.23833501,65.61937743,65.96695577,66.31605623,66.59588444,66.91944563,67.13673061,67.35857403,67.88013584,68.35144349,68.61737893,68.91534646,69.17078738,69.56070371,69.98040662,70.19371533,70.56489432,71.1535152,71.50042152,71.94877582,72.02684991,72.55561713,72.90680054,73.14973552,73.09814444,73.64989778,73.87646181,74.14732534,74.39606024,74.64503098,74.90354816,75.12330748,75.32212685,75.38616339,75.80168188,76.00225932,75.93624944,
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.87924373,47.3655201,47.78955194,48.18787019,48.6706986,47.67966966,48.66999299,49.35134174,50.39951896,50.82211654,50.76912137,50.17385023,52.00236801,52.46361125,52.92345178,53.34744147,53.88409603,54.48752498,54.97905916,55.56675273,56.11721526,56.55284578,57.0426719,57.47965669,58.05158193,58.56658363,59.03276017,59.62241646,60.02734155,60.46628659,60.82754677,61.13543152,61.62055641,61.90135379,62.15712256,62.56732058,62.8767561,63.28436259,63.71009382,64.143613,64.49925708,64.81635499,65.22265491,65.51968729,65.74290199,66.19150348,66.59202958,66.88551878,67.08038391,67.52846348,67.86610314,68.29165913,68.67278779,69.06632686,69.48710058,69.87426237,70.21988336,70.54205655,70.79770566,71.01658296,70.03012812,
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.64192828,46.57901007,53.28997465,53.81397942,54.49945455,54.45972314,55.54986108,56.35430428,56.78484104,57.4218078,58.03598107,58.86122358,59.43920469,60.29414518,60.91506482,61.64357101,62.40845476,63.10670116,63.67919409,64.24808884,64.72466171,65.20044122,65.67132704,66.04849193,66.44304866,66.81052514,67.15591998,67.50104593,67.74594784,68.0667644,68.27038404,68.49677838,68.96389875,69.40070467,69.66873644,69.92291272,70.20732154,70.58399104,70.97068741,71.17284,71.55268679,72.11328841,72.44267197,72.86482354,72.96356724,73.43792708,73.79222118,74.0352241,74.00516132,74.53285685,74.73431537,74.97120619,75.22966347,75.47946131,75.73153697,75.94883184,76.1381489,76.21229122,76.59479486,76.79700787,76.76268134,
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.45316173,64.70652934,64.58211397,65.02277785,65.52951695,65.35135152,65.41117551,65.31032844,65.36277409,65.06411694,65.71831208,65.96465712,66.04051587,66.15538627,66.24805568,66.0694187,66.04824356,66.05802079,66.1688451,66.09973771,66.34150147,66.59985104,66.98606011,67.04813417,66.93953745,67.3781204,68.43225414,68.6214163,68.59006664,68.71194494,68.58274424,68.34138857,67.17728143,66.17485824,66.15605981,66.19537869,66.86252158,67.5059713,67.84350365,67.43918826,67.60337103,67.74899301,67.83887592,67.95858594,68.3074281,68.3823219,69.03628557,69.55772669,69.88248416,70.46304177,70.76702478,71.21871533,71.65217147,72.10464277,72.30863923,72.58773076,72.8986354,73.40791613,73.60952651,73.9038168,72.25961847,
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.51408558,67.78789039,67.65598322,67.98931226,68.51713465,68.49858723,68.68096038,68.69449501,68.66929726,68.46140943,68.93762722,69.13180857,69.35172364,69.46630186,69.67954503,69.63091016,69.75678065,69.96471771,70.03801965,70.15379154,70.28490076,70.57637503,70.88590845,70.9330016,71.05552611,71.25335783,71.83023101,72.05417519,72.13923616,72.26274839,72.2440734,72.17706119,71.90057504,71.53765979,71.70764861,71.79626854,72.23170413,72.63445687,72.95569235,72.91795203,73.13209781,73.39259758,73.50290671,73.61345751,74.05453972,74.1946293,74.69319677,75.05106181,75.3125626,75.70151175,75.98634013,76.4585634,76.64319985,76.98604935,77.29645079,77.23132323,77.56514962,77.77862661,77.91145174,78.1717263,77.02532399,
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.364,53.895,54.401,54.88,55.305,55.664,55.942,56.213,56.487,56.654,57.152,57.633,58.205,58.837,59.526,60.232,60.89,61.559,62.153,62.696,63.191,63.662,64.11,64.528,65.171,65.811,66.535,67.3,68.056,68.749,69.348,69.625,70.117,70.345,70.757,71.041,71.362,71.681,72.045,72.463,72.839,73.24,73.613,73.975,74.279,74.514,74.689,74.844,74.983,75.184,75.43,75.743,76.062,76.369,76.622,76.789,76.763,76.972,77.094,77.297,72.153,
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.373,46.024,46.843,47.672,48.47,49.128,49.504,49.538,49.897,49.797,50.013,50.386,50.765,50.852,51.838,52.591,53.365,54.134,54.99,55.802,56.628,57.138,57.948,58.888,59.73,60.542,61.261,62.137,62.98,63.628,64.146,64.755,65.031,65.468,65.816,66.312,66.742,67.197,67.471,67.737,68.007,68.308,68.564,68.402,68.613,68.779,68.977,69.128,69.319,69.48,69.664,69.88,70.085,70.052,70.415,70.483,70.844,71.302,71.367,71.358,70.99,
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.2842936,69.71336867,69.67395282,69.83291717,70.38855332,70.46123374,70.70781911,70.89153994,70.80436258,70.71639933,71.14116334,71.29251796,71.64577107,71.75061433,72.08469372,72.15755347,72.48179078,72.92352234,73.08090169,73.42776939,73.58065438,73.85959498,74.20410107,74.27999464,74.68373099,74.81324032,75.10241294,75.42727869,75.61528151,75.79654034,75.86741133,76.01674888,76.37455812,76.48009632,76.79171549,76.94826726,77.21311026,77.57660124,77.79273897,78.0166558,78.27083545,78.59368359,78.68212618,78.70535543,79.27696591,79.42461504,79.85486616,80.09953951,80.30259467,80.50566028,80.74751218,81.23402434,81.22809474,81.51362679,81.94491592,81.57128882,81.95633831,81.93453307,82.05155281,82.32775602,81.53712191,
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.5,37.974,38.393,38.774,39.24,39.554,39.882,40.09,40.38,40.722,41.09,41.483,41.848,42.252,42.243,42.24,42.656,43.175,43.561,43.972,44.585,44.905,44.86,45.323,45.777,46.145,47.075,47.333,48.015,47.828,49.769,50.607,52.465,53.234,54.1,54.914,55.756,56.312,49.158,43.397,56.111,58.298,58.811,59.409,59.899,60.597,61.611,62.116,62.573,63.328,63.787,64.402,64.838,65.067,65.6,66.033,66.289,66.577,67.067,67.3,67.133,
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.10926829,69.4804878,69.51902439,69.68121951,70.3997561,70.80926829,71.05512195,71.25292683,71.53780488,71.05756098,72.02731707,71.6302439,72.81804878,72.61073171,72.9697561,73.31878049,73.64268293,74.13195122,74.29560976,74.81878049,75.34926829,75.52853659,76.13414634,75.90902439,76.29536585,76.2595122,76.5104878,76.72804878,76.74707317,76.81365854,76.83756098,76.97121951,77.41,77.54658537,77.90146341,77.98073171,78.1204878,78.60414634,78.66585366,78.71707317,78.96585366,79.36829268,79.56829268,79.6195122,79.87073171,80.17073171,80.82195122,80.87317073,81.17560976,81.47560976,81.62682927,82.47560976,82.42682927,83.07804878,83.22926829,82.83170732,83.32926829,83.28292683,83.43170732,83.83170732,82.33414634,
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.9335122,68.96212195,68.79180488,69.21012195,70.05731707,69.68073171,69.6277561,69.94014634,69.75121951,69.26590244,69.41009756,69.81517073,69.59214634,69.79946341,70.07860976,69.35436585,68.92568293,69.32482927,68.92060976,68.78585366,68.79563415,68.97804878,69.12682927,69.37560976,69.27804878,69.3804878,70.08536585,70.64390244,70.69756098,70.03902439,69.47560976,69.37317073,68.86341463,67.9097561,66.5,67.54390244,69.61219512,69.8097561,69.35853659,70.06341463,70.41707317,70.25853659,70.90487805,71.31707317,71.9097561,72.56829268,72.69146341,72.81463415,73.77073171,74.82439024,75.42926829,76.22926829,76.32682927,77.14146341,77.03414634,77.5902439,77.64146341,78.09268293,78.24390244,78.64634146,78.34634146,
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,40.33,40.995,41.403,41.956,42.275,42.444,40.15,42.692,42.844,42.83,42.815,42.892,41.55,41.635,39.453,39.356,41.895,41.893,41.9,42.807,43.217,43.608,43.767,36.036,36.429,37.364,37.811,45.44,45.061,45.036,44.557,46.13,46.901,47.394,47.861,48.302,48.924,49.514,49.927,49.425,50.538,51.043,51.517,52.533,53.235,54.008,55.149,56.426,57.592,58.804,59.73,60.721,61.543,62.373,62.905,63.649,64.392,64.838,65.412,65.838,65.371,
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.03760636,69.4373543,69.28127311,69.64127047,70.16091886,70.27086513,70.58235186,70.5898442,70.59593239,70.42180243,70.82235693,70.96579801,71.35053998,71.46880377,71.77990296,71.79896674,72.06914829,72.3941776,72.48511018,72.76698494,72.78960622,73.12522963,73.40334558,73.44889921,73.74048172,73.81547331,74.0715647,74.32453373,74.52677694,74.65464948,74.69732688,74.80996076,75.12689288,75.25540134,75.52573652,75.67124376,75.92402183,76.24187547,76.51124163,76.74520019,77.07531688,77.42295017,77.5310033,77.589336,78.1144999,78.27142867,78.66801004,78.90181909,79.12529641,79.35763602,79.63003371,80.13874215,80.15765949,80.46479377,80.8719824,80.56843942,80.95129748,80.93259862,81.028729,81.31485796,80.46503667,
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.22529554,46.53913508,46.88197635,47.18405526,47.69645584,47.80367367,47.77326998,48.01075648,48.43589847,48.53775119,48.92080444,49.49541494,49.50200269,50.0981733,50.23201129,50.47847008,50.94214726,51.47248571,51.60335285,51.8469886,52.06981363,52.20300031,52.18133911,51.57483953,51.42658367,51.59988317,52.22425315,52.67345375,52.24215992,53.2756538,53.29470987,53.30081844,53.27364287,53.66503249,54.2809893,53.9956542,54.07338745,54.37052616,54.15676074,54.87362869,55.5033433,55.72165808,56.14190633,56.4117942,56.6585573,57.05170096,57.53709147,58.00450224,58.01423044,59.0588442,59.30528984,59.96405226,60.16437053,60.4637797,60.70771629,61.01204707,61.289767,61.65425122,61.96915044,62.26674855,61.75956099,
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.8197561,68.84414634,68.57780488,69.01268293,69.22097561,68.97780488,69.47707317,69.66658537,69.61634146,69.50341463,70.1795122,70.01756098,70.70731707,71.22365854,71.13487805,71.67365854,71.81292683,72.3502439,72.89707317,73.15536585,73.44,73.74658537,74.29804878,74.20097561,74.51902439,74.22292683,74.56,74.59195122,74.57707317,74.79219512,74.81317073,75.22756098,75.45536585,75.70512195,76.39560976,76.4095122,76.69341463,76.87853659,77.09073171,77.29121951,77.46585366,77.96585366,78.1195122,78.36829268,78.71463415,78.81707317,79.21463415,79.26341463,79.56829268,79.7195122,79.87073171,80.47073171,80.62682927,80.97560976,81.1804878,81.4804878,81.42926829,81.63170732,81.73414634,81.98292683,82.13170732,
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.588,58.199,58.934,59.552,60.219,60.805,61.154,61.576,61.772,61.538,61.713,61.796,61.784,61.022,61.686,61.852,61.975,62.273,62.527,62.941,62.734,62.729,62.793,63.29,63.892,64.526,64.715,64.936,65.149,65.277,65.508,65.643,65.827,65.928,66.125,66.286,66.408,66.448,66.68,66.763,66.31,66.34,65.748,66.177,66.424,66.632,66.855,66.826,66.935,67.089,67.328,67.523,67.552,67.428,67.376,66.844,67.24,67.79,67.81,67.893,67.924,
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.86829268,70.11707317,70.31463415,70.51463415,70.66341463,70.81219512,70.96097561,71.16097561,71.3097561,71.45853659,71.65853659,71.90731707,72.10731707,72.35609756,72.60487805,72.85365854,73.10243902,73.35121951,73.60243902,73.85121951,74.05121951,74.3,74.5,74.8,75,75.3,75.6,75.8,76.1,76.34878049,76.6,76.84878049,77.1,77.3,77.64878049,77.75121951,77.95365854,78.30487805,78.60487805,78.75609756,79.05609756,79.15853659,79.26097561,79.11463415,80.16341463,80.16341463,80.81219512,81.11219512,81.21463415,81.41463415,81.66341463,82.11463415,81.96829268,82.2195122,82.7195122,82.32195122,82.57317073,82.57560976,82.67560976,82.82682927,82.17560976,
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,,,,,,74.49756098,,,,,75.98536585,,,,,,,,75.26585366,75.46585366,75.71463415,75.91463415,76.11463415,76.36341463,76.61463415,76.91463415,77.16585366,77.36585366,77.56829268,77.82195122,78.02682927,78.23170732,78.43658537,78.64146341,78.84390244,78.94390244,79.09268293,79.2902439,79.63902439,79.98780488,80.13658537,80.38536585,80.68780488,80.93902439,81.1902439,81.44146341,81.59268293,81.79268293,82.09268293,82.29268293,82.54390244,82.79268293,83.09268293,
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.409,57.11,57.803,58.176,58.532,59.11,59.337,59.873,60.193,60.662,61.035,61.518,61.781,62.139,62.499,62.802,63.092,63.363,63.72,63.78,64.212,64.478,64.821,65.282,65.749,65.97,66.172,66.292,66.859,67.096,67.425,67.619,67.832,68.059,68.095,68.553,68.776,69.229,69.465,69.706,69.769,70.479,69.46,70.76,70.838,70.884,71.093,71.06,71.137,71.112,71.233,71.318,71.398,71.499,71.529,71.408,71.595,71.467,71.318,71.077,70.674,
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.575,47.228,47.838,48.479,49.048,49.752,50.349,50.892,51.439,51.957,52.555,53.073,53.605,54.057,54.567,55.035,55.569,56.089,56.659,57.053,57.454,57.816,58.106,58.601,58.894,59.311,59.641,59.894,60.006,60.265,60.311,60.397,60.545,60.718,60.701,60.704,60.612,60.662,60.79,60.849,61.069,61.27,61.292,61.671,61.838,61.959,62.375,62.618,63.083,63.303,63.898,64.045,64.587,64.776,64.974,65.46,65.802,66.189,66.306,66.603,66.531,
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.12682927,70.87804878,70.92682927,70.82682927,71.62439024,71.62439024,71.57317073,72.12439024,71.72439024,71.72195122,71.97317073,72.27317073,72.12439024,72.32439024,72.52439024,72.72439024,72.77560976,73.22439024,73.17560976,73.27560976,73.67560976,74.02682927,74.17804878,74.37804878,74.77804878,74.62926829,74.92926829,75.2804878,75.3804878,75.58292683,75.8804878,76.08292683,76.43414634,76.38536585,76.88536585,76.83658537,77.08780488,77.21097561,77.1902439,77.3902439,77.74146341,77.99268293,78.14390244,78.44634146,78.74634146,79.04878049,79.24878049,79.44878049,79.6,80.05121951,80.40243902,80.95121951,80.90487805,81.00487805,81.30487805,80.95609756,81.15609756,81.25609756,81.25609756,81.20487805,80.90243902,
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.222,61.416,61.858,62.228,62.333,62.852,63.075,63.292,63.775,64.205,64.431,64.753,65.072,65.421,65.591,65.874,66.029,66.471,66.695,67.074,67.173,67.634,67.903,67.942,67.994,68.368,68.445,68.251,68.528,68.353,68.389,68.245,67.783,67.656,68.554,68.851,68.974,69.059,69.102,69.319,69.575,69.606,70.024,70.333,70.567,71.13,71.394,71.568,71.332,71.95,72.128,72.39,72.412,72.628,73.099,73.297,73.569,73.57,73.341,73.47,72.765,
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.096,47.325,47.405,47.578,47.719,47.778,47.727,47.683,47.57,47.565,47.805,47.798,48.026,48.398,48.777,49.246,49.764,50.085,50.571,50.932,51.117,51.269,51.383,51.622,52.051,52.416,53.125,53.824,54.507,55.191,55.62,56.012,56.231,56.416,56.112,56.565,56.82,57.199,57.6,58.03,58.195,58.107,58.608,59.111,59.191,59.76,59.988,60.224,60.49,60.946,61.157,61.652,62.081,62.42,63.045,63.175,63.89,64.013,64.122,64.74,64.114,
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.309,69.234,69.481,69.257,70.168,70.608,69.594,70.983,70.513,70.006,70.605,71.017,70.827,71.375,70.638,71.816,71.39,72.227,72.548,72.71,73.753,73.567,73.342,74.524,75.385,76.013,76.241,74.679,77.36,74.554,77.072,76.994,75.559,78.52,79.164,76.556,77.65,80.343,80.663,81.533,81.37,81.087,80.26,79.694,80.948,81.442,80.393,78.514,80.13,81.243,80.958,81.871,83.366,80.55,81.882,80.427,81.702,81.83,82.154,82.363,82.198,
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.547,36.75,36.913,37.164,37.341,37.599,37.84,38.123,38.559,38.723,39.008,39.308,39.673,39.891,40.137,40.591,41.024,41.411,41.901,42.393,42.884,43.324,43.925,44.382,44.946,45.522,45.918,46.417,46.589,46.847,47.004,47.546,48.363,48.962,49.171,49.866,50.544,51.356,52.049,52.356,52.479,52.662,53.278,53.678,54.117,54.632,55.108,55.553,56.044,56.348,56.72,57.019,57.406,57.791,57.886,58.134,58.763,59.109,59.349,59.72,59.327,
